PUBCHEM_COMPOUND_ID_TYPE,PUBCHEM_TOTAL_CHARGE,PUBCHEM_SUBSTANCE_ID,PUBCHEM_SUBSTANCE_VERSION,PUBCHEM_EXT_DATASOURCE_NAME,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_SUBSTANCE_SYNONYM,PUBCHEM_XREF_EXT_ID,PUBCHEM_EXT_DATASOURCE_URL,PUBCHEM_EXT_SUBSTANCE_URL,PUBCHEM_CID_ASSOCIATIONS,PUBCHEM_COORDINATE_TYPE,ID,ROMol,PUBCHEM_SUBSTANCE_COMMENT,PUBCHEM_BONDANNOTATIONS,hERG_Prediction,hERG_Probability,Risk_Level
0,0,17146816,4,Specs,AP-906/40928159,"3-(4-methoxyphenoxy)-4-oxo-4H-chromen-7-yl [1,1'-biphenyl]-4-carboxylate
AP-906/40928159",AP-906/40928159,http://www.specs.net,http://www.specs.net/enter.php?specsid=AP-906/40928159,1591036  1,"1
3",17146816,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1BFD80>,,,1,0.595,MEDIUM
0,0,17140100,4,Specs,AO-638/40907368,"ethyl 4-[(1,3-dimethyl-1H-pyrazol-5-yl)amino]-2-(methylsulfanyl)-5-pyrimidinecarboxylate
AO-638/40907368",AO-638/40907368,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-638/40907368,849409  1,"1
3",17140100,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1BFDF0>,,,0,0.49875,LOW
0,0,17133524,4,Specs,AO-343/41781011,"7-(2,4-dichlorobenzyl)-1,3-dimethyl-8-(4-methyl-1-piperazinyl)-3,7-dihydro-1H-purine-2,6-dione
AO-343/41781011",AO-343/41781011,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-343/41781011,989633  1,"1
3",17133524,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1BFE60>,,,1,0.8316666666666666,HIGH
0,0,17132280,4,Specs,AO-081/42095934,"methyl 4-{4-[2-(2,6-dimethylanilino)-2-oxoethoxy]phenyl}-6-methyl-2-oxo-1,2,3,4-tetrahydro-5-pyrimidinecarboxylate
AO-081/42095934",AO-081/42095934,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-081/42095934,4685805  1,"1
3",17132280,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1BFED0>,,,1,0.675,MEDIUM
0,0,17130642,4,Specs,AO-081/40838416,"3-ethyl-2-(ethylimino)-5-{2-[(3-fluorobenzyl)oxy]benzylidene}-1,3-thiazolidin-4-one
AO-081/40838416",AO-081/40838416,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-081/40838416,7750464  1,"1
3",17130642,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1BFF40>,,,1,0.79,MEDIUM
0,0,17127727,6,Specs,AO-080/41005844,"1-benzyl-4-[(5-bromo-3-pyridinyl)carbonyl]piperazine
AO-080/41005844",AO-080/41005844,http://www.specs.net,http://www.specs.net/enter.php?specsid=AO-080/41005844,1232447  1,"1
3",17127727,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0040>,Salt: HCl,,1,0.85,HIGH
0,0,17123316,4,Specs,AN-919/40867316,"N-(2-chloro-3-pyridinyl)-2-(phenanthro[9,10-e][1,2,4]triazin-3-ylsulfanyl)acetamide
AN-919/40867316",AN-919/40867316,http://www.specs.net,http://www.specs.net/enter.php?specsid=AN-919/40867316,6402389  1,"1
3",17123316,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0120>,,,1,0.61,MEDIUM
0,0,17123073,4,Specs,AN-919/40736490,"2-amino-1-(dimethylamino)-4-(4-ethoxyphenyl)-5-oxo-1,4,5,6,7,8-hexahydro-3-quinolinecarbonitrile
AN-919/40736490",AN-919/40736490,http://www.specs.net,http://www.specs.net/enter.php?specsid=AN-919/40736490,4343532  1,"1
3",17123073,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0190>,,,1,0.685,MEDIUM
0,0,17117521,4,Specs,AN-655/14368020,"4-({2-[(3-chloro-4-methylphenyl)imino]-4-oxo-1,3-thiazolidin-5-ylidene}methyl)benzoic acid
AN-655/14368020",AN-655/14368020,http://www.specs.net,http://www.specs.net/enter.php?specsid=AN-655/14368020,135435631  1,"1
3",17117521,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0200>,,,0,0.47,LOW
0,0,17112300,4,Specs,AN-652/10859018,"N-(2,6-dimethylphenyl)-2-naphthalenesulfonamide
AN-652/10859018",AN-652/10859018,http://www.specs.net,http://www.specs.net/enter.php?specsid=AN-652/10859018,577884  1,"1
3",17112300,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0270>,,,1,0.635,MEDIUM
0,0,17108967,4,Specs,AN-465/42769552,"2-(1-adamantyl)-N-[4-(4-methyl-1-piperazinyl)phenyl]acetamide
AN-465/42769552",AN-465/42769552,http://www.specs.net,http://www.specs.net/enter.php?specsid=AN-465/42769552,2959572  1,"1
3",17108967,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0350>,,,1,0.81,HIGH
0,0,17090358,4,Specs,AM-807/13103113,"6-amino-3-methyl-4-(4-quinolinyl)-2,4-dihydropyrano[2,3-c]pyrazole-5-carbonitrile
AM-807/13103113",AM-807/13103113,http://www.specs.net,http://www.specs.net/enter.php?specsid=AM-807/13103113,3790961  1,"1
3",17090358,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F03C0>,,,1,0.655,MEDIUM
0,0,17089894,6,Specs,AM-760/40890125,"N-[1-(2-furyl)-3-methyl-3-butenyl]-N-(2-methylphenyl)amine
AM-760/40890125",AM-760/40890125,http://www.specs.net,http://www.specs.net/enter.php?specsid=AM-760/40890125,2922109  1,"1
3",17089894,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0430>,Salt: HCl,,1,0.77,MEDIUM
0,0,17088243,4,Specs,AK-968/41926338,"4-bromo-1-methyl-N-[4-(6-methyl-1,3-benzothiazol-2-yl)phenyl]-1H-pyrazole-3-carboxamide
AK-968/41926338",AK-968/41926338,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-968/41926338,1001277  1,"1
3",17088243,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F04A0>,,,1,0.5525,MEDIUM
0,0,17085257,4,Specs,AK-968/41171822,"1-(1-adamantyl)-3,3',5'-trimethyl-5,1'-bis(4-nitro-1H-pyrazole)
AK-968/41171822",AK-968/41171822,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-968/41171822,5035253  1,"1
3",17085257,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0510>,,,0,0.425,LOW
0,0,17082443,4,Specs,AK-968/41022034,"7-(difluoromethyl)-5-phenyl-N-[4-(trifluoromethyl)phenyl]pyrazolo[1,5-a]pyrimidine-3-carboxamide
AK-968/41022034",AK-968/41022034,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-968/41022034,1226188  1,"1
3",17082443,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0580>,,,1,0.695,MEDIUM
0,0,17078040,4,Specs,AK-968/40605527,"4-[(4-chloro-1H-pyrazol-1-yl)methyl]-N'-[4-(dimethylamino)benzylidene]benzohydrazide
AK-968/40605527",AK-968/40605527,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-968/40605527,5430514  1,"1
3",17078040,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F05F0>,,,1,0.7883333333333334,MEDIUM
0,0,17070227,10,Specs,AK-968/15255318,"N-{4-[(acetylamino)sulfonyl]phenyl}hexanamide
AK-968/15255318",AK-968/15255318,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-968/15255318,1745321  1,"1
3",17070227,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0660>,,,1,0.62875,MEDIUM
0,0,17068502,4,Specs,AK-968/13146170,"3-[4-(3,4-dimethoxybenzylidene)-3-methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl]benzoic acid
AK-968/13146170",AK-968/13146170,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-968/13146170,5346699  1,"1
3",17068502,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0740>,,,1,0.595,MEDIUM
0,0,17066122,4,Specs,AK-968/12513107,"methyl 6-tert-butyl-2-[(2-pyrazinylcarbonyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxylate
AK-968/12513107",AK-968/12513107,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-968/12513107,2932821  1,"1
3",17066122,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F07B0>,,,0,0.5,MEDIUM
0,0,17058667,6,Specs,AK-968/11171216,"N-(3-chloro-4-fluorophenyl)isonicotinamide
AK-968/11171216",AK-968/11171216,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-968/11171216,679004  1,"1
3",17058667,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0820>,,,1,0.588,MEDIUM
0,0,17050945,4,Specs,AK-777/11655038,"6-amino-4-(5-bromo-2-fluorophenyl)-3-phenyl-2,4-dihydropyrano[2,3-c]pyrazole-5-carbonitrile
AK-777/11655038",AK-777/11655038,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-777/11655038,3125630  1,"1
3",17050945,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0900>,,,1,0.565,MEDIUM
0,0,17050612,4,Specs,AK-454/40762570,"5-amino-6-cyano-3-hydroxy-N,3-dimethyl-7-phenyl-2,3-dihydro-7H-[1,3]thiazolo[3,2-a]pyridine-8-carboxamide
AK-454/40762570",AK-454/40762570,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-454/40762570,10860808  1,"1
3",17050612,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0970>,,,1,0.625,MEDIUM
0,0,17050349,6,Specs,AK-245/11130007,"6-phenyl-3-(2-thienyl)[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole
AK-245/11130007",AK-245/11130007,http://www.specs.net,http://www.specs.net/enter.php?specsid=AK-245/11130007,4080405  1,"1
3",17050349,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F09E0>,,,1,0.525,MEDIUM
0,0,17049003,4,Specs,AJ-292/42284850,"1-(3,5-dichlorophenyl)-3-[(4,6-dihydroxy-5-methyl-2-pyrimidinyl)thio]-2,5-pyrrolidinedione
AJ-292/42284850",AJ-292/42284850,http://www.specs.net,http://www.specs.net/enter.php?specsid=AJ-292/42284850,3980395  1,"1
3",17049003,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0A50>,,,1,0.58,MEDIUM
0,0,17046805,4,Specs,AJ-292/40303667,"ethyl 2-{[(benzylamino)carbothioyl]amino}-5-methyl-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxylate
AJ-292/40303667",AJ-292/40303667,http://www.specs.net,http://www.specs.net/enter.php?specsid=AJ-292/40303667,2888735  1,"1
3",17046805,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0AC0>,,,1,0.65,MEDIUM
0,0,17046471,4,Specs,AJ-292/15089062,"6-amino-4-[4-(dimethylamino)phenyl]-3-(1-naphthyl)-1,4-dihydropyrano[2,3-c]pyrazole-5-carbonitrile
AJ-292/15089062",AJ-292/15089062,http://www.specs.net,http://www.specs.net/enter.php?specsid=AJ-292/15089062,4164973  1,"1
3",17046471,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0B30>,,,1,0.715,MEDIUM
0,0,17045663,4,Specs,AJ-292/13330067,"2-{[4-(ethylamino)-6-(isopropylamino)-1,3,5-triazin-2-yl]sulfanyl}-3-oxo-N-phenylbutanamide
AJ-292/13330067",AJ-292/13330067,http://www.specs.net,http://www.specs.net/enter.php?specsid=AJ-292/13330067,3736748  1,"1
3",17045663,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0BA0>,,,1,0.65875,MEDIUM
0,0,17035758,8,Specs,AH-487/15582328,"N-[2-(1-azepanyl)-2-oxoethyl]-N-(2-ethylphenyl)methanesulfonamide
AH-487/15582328",AH-487/15582328,http://www.specs.net,http://www.specs.net/enter.php?specsid=AH-487/15582328,882467  1,"1
3",17035758,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0C10>,,,1,0.78,MEDIUM
0,0,17035174,4,Specs,AH-487/14823151,"6-bromo-N-(2-methylcyclohexyl)-2-oxo-2H-chromene-3-carboxamide
AH-487/14823151",AH-487/14823151,http://www.specs.net,http://www.specs.net/enter.php?specsid=AH-487/14823151,3695008  1,"1
3",17035174,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0C80>,,,1,0.645,MEDIUM
0,0,17030991,4,Specs,AG-690/40753697,"2-[(9-chloro-6-methoxy-5H-[1,2,4]triazino[5,6-b]indol-3-yl)sulfanyl]-N-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)acetamide
AG-690/40753697",AG-690/40753697,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/40753697,5766210  1,"1
3",17030991,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0CF0>,,,1,0.625,MEDIUM
0,1,17028693,4,Specs,AG-690/40721914,"1-[5-cyano-4-(4-methylphenyl)-2,6-dioxo-3-piperidinyl]pyridinium
AG-690/40721914",AG-690/40721914,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/40721914,3143734  1,"1
3",17028693,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0D60>,Salt: Cl-,,0,0.5,MEDIUM
0,0,17027670,4,Specs,AG-690/40699215,"N-(2-chlorophenyl)-2-{[1-(4-methylphenyl)-1H-tetraazol-5-yl]sulfanyl}acetamide
AG-690/40699215",AG-690/40699215,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/40699215,1206647  1,"1
3",17027670,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0DD0>,,,1,0.575,MEDIUM
0,0,17026715,4,Specs,AG-690/40640212,"7-benzyl-1,3-dimethyl-8-[(1-methyl-2-oxopropyl)thio]-3,7-dihydro-1H-purine-2,6-dione
AG-690/40640212",AG-690/40640212,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/40640212,3132426  1,"1
3",17026715,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0E40>,,,1,0.74,MEDIUM
0,0,17026657,6,Specs,AG-690/40640011,"4-{2-nitrophenyl}-3,5-diphenyl-4,5-dihydropyrrolo[3,4-c]pyrazol-6(1H)-one
AG-690/40640011",AG-690/40640011,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/40640011,2878369  1,"1
3",17026657,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0EB0>,,,0,0.475,LOW
0,0,17026562,6,Specs,AG-690/40639201,"N-(2-fluorophenyl)-2-[(3-fluorophenyl)imino]-3-methyl-4-oxo-1,3-thiazinane-6-carboxamide
AG-690/40639201",AG-690/40639201,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/40639201,3140001  1,"1
3",17026562,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0F20>,,,1,0.6,MEDIUM
0,0,17026384,6,Specs,AG-690/40638275,"4-(acetylamino)phenyl 2,5-dibromobenzenesulfonate
AG-690/40638275",AG-690/40638275,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/40638275,1733740  1,"1
3",17026384,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F0F90>,,,0,0.46,LOW
0,0,17019651,8,Specs,AG-690/33359061,"ethyl (9-imino-1,2,3,5,6,7,8,9-octahydro-4H-cyclopenta[b]quinolin-4-yl)acetate
AG-690/33359061",AG-690/33359061,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/33359061,1729407  1,"1
3",17019651,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1070>,Salt: HCl,,0,0.43,LOW
0,0,17018822,6,Specs,AG-690/33036027,"N-(2-pyrimidinyl)benzenesulfonamide
AG-690/33036027",AG-690/33036027,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/33036027,152190  1,"1
3",17018822,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F10E0>,,,1,0.71,MEDIUM
0,0,17018063,6,Specs,AG-690/15441103,"N-(2-ethylphenyl)-2-[4-isopropyl(methylsulfonyl)anilino]acetamide
AG-690/15441103",AG-690/15441103,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/15441103,1004336  1,"1
3",17018063,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1150>,,,1,0.57,MEDIUM
0,0,17017241,6,Specs,AG-690/15438860,"N,N-diethyl-2-{[(4-methylphenyl)sulfonyl]anilino}acetamide
AG-690/15438860",AG-690/15438860,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/15438860,1728509  1,"1
3",17017241,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F11C0>,,,1,0.67,MEDIUM
0,0,17016508,6,Specs,AG-690/15433480,"N-{2-nitrophenyl}-4-methyl-N-(2-oxiranylmethyl)benzenesulfonamide
AG-690/15433480",AG-690/15433480,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/15433480,3133068  1,"1
3",17016508,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1230>,,,1,0.615,MEDIUM
0,1,17015325,4,Specs,AG-690/15427964,"5-{2-[(bicyclo[2.2.1]hept-1-ylcarbonyl)oxy]ethyl}-4-methyl-3-(2-oxo-2-phenylethyl)-1,3-thiazol-3-ium
AG-690/15427964",AG-690/15427964,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/15427964,2267062  1,"1
3",17015325,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F12A0>,Salt: Br-,,1,0.695,MEDIUM
0,0,17013699,4,Specs,AG-690/13507411,"propyl 4-(1,3-benzodioxol-5-yl)-2,7,7-trimethyl-5-oxo-1,4,5,6,7,8-hexahydro-3-quinolinecarboxylate
AG-690/13507411",AG-690/13507411,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/13507411,3128821  1,"1
3",17013699,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1310>,,,1,0.55,MEDIUM
0,0,17012467,4,Specs,AG-690/12889945,"cyclohexylmethyl 4-(3-methoxyphenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydro-5-pyrimidinecarboxylate
AG-690/12889945",AG-690/12889945,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/12889945,2855594  1,"1
3",17012467,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1380>,,,1,0.765,MEDIUM
0,0,17009119,4,Specs,AG-690/12089072,"3-(4-chlorophenyl)-6-phenyl[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole
AG-690/12089072",AG-690/12089072,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/12089072,786672  1,"1
3",17009119,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F13F0>,,,1,0.585,MEDIUM
0,0,17008116,6,Specs,AG-690/11822430,"N-[2-(3-fluorophenyl)ethyl]-N-(2-nitrobenzyl)amine
AG-690/11822430",AG-690/11822430,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/11822430,1723493  1,"1
3",17008116,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1460>,,,1,0.71,MEDIUM
0,0,17007915,6,Specs,AG-690/11820309,"N-(4-fluorobenzyl)-2-(2-methoxyphenyl)ethanamine
AG-690/11820309",AG-690/11820309,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/11820309,2163755  1,"1
3",17007915,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1540>,,,1,0.815,HIGH
0,0,17007329,4,Specs,AG-690/11668139,"ethyl 4-{[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)propanoyl]amino}benzoate
AG-690/11668139",AG-690/11668139,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/11668139,2788214  1,"1
3",17007329,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1620>,,,1,0.68875,MEDIUM
0,0,17006491,8,Specs,AG-690/11634891,"2,4,6-trimethyl-N,N-dipropylbenzenesulfonamide
AG-690/11634891",AG-690/11634891,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/11634891,779848  1,"1
3",17006491,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1690>,,,1,0.645,MEDIUM
0,0,17005768,8,Specs,AG-690/11558037,"1,3-dioxo-2-[(2,4,6-trichlorophenyl)amino]-2,3-dihydro-1H-isoindole-5-carboxylic acid
AG-690/11558037",AG-690/11558037,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/11558037,1127135  1,"1
3",17005768,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1770>,,,0,0.48,LOW
0,0,17002944,4,Specs,AG-690/10756003,"1-(2-chlorobenzoyl)-5-(4-chlorophenyl)-3-(trifluoromethyl)-4,5-dihydro-1H-pyrazol-5-ol
AG-690/10756003",AG-690/10756003,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/10756003,3107197  1,"1
3",17002944,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F17E0>,,,1,0.67,MEDIUM
0,0,17000239,4,Specs,AG-690/09291047,"methyl 4-(2-isopropoxyphenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydro-5-pyrimidinecarboxylate
AG-690/09291047",AG-690/09291047,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-690/09291047,3109151  1,"1
3",17000239,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1850>,,,1,0.665,MEDIUM
0,0,16998929,4,Specs,AG-670/42188477,"ethyl 7-(4-cyanophenyl)-5-phenyl-4,7-dihydro[1,2,4]triazolo[1,5-a]pyrimidine-6-carboxylate
AG-670/42188477",AG-670/42188477,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-670/42188477,2947944  1,"1
3",16998929,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F18C0>,,,1,0.76375,MEDIUM
0,0,16994053,8,Specs,AG-389/32209034,"ethyl 2,2,2-trifluoro-1-[(2-hydroxy-2-phenylethyl)amino]-1-(trifluoromethyl)ethylcarbamate
AG-389/32209034",AG-389/32209034,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-389/32209034,383569  1,"1
3",16994053,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1930>,,,1,0.73,MEDIUM
0,0,16993830,8,Specs,AG-389/15452297,"methyl 2-[(4-chlorobenzoyl)amino]-3,3,3-trifluoro-2-[(5-methyl-1,3-thiazol-2-yl)amino]propanoate
AG-389/15452297",AG-389/15452297,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-389/15452297,5212142  1,"1
3",16993830,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F19A0>,,,1,0.585,MEDIUM
0,0,16993827,8,Specs,AG-389/15452291,"4-methoxy-N-[2,2,2-trifluoro-1-[(5-methyl-1,3-thiazol-2-yl)amino]-1-(trifluoromethyl)ethyl]benzamide
AG-389/15452291",AG-389/15452291,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-389/15452291,3713505  1,"1
3",16993827,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1A10>,,,1,0.625,MEDIUM
0,0,16992168,6,Specs,AG-205/40650024,"spiro[1,3-benzodioxole-2,1'-cyclopentane]-5-amine
AG-205/40650024",AG-205/40650024,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-205/40650024,723950  1,"1
3",16992168,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1A80>,Salt: HCl,,0,0.47,LOW
0,0,16988586,6,Specs,AG-205/36483016,"N-[2-(3,4-dimethoxyphenyl)ethyl]-2-({6-nitro-1,3-benzothiazol-2-yl}sulfanyl)acetamide
AG-205/36483016",AG-205/36483016,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-205/36483016,3130849  1,"1
3",16988586,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1B60>,,,1,0.75,MEDIUM
0,0,16984593,4,Specs,AG-205/15155029,"N-(4-ethoxyphenyl)-3-ethyl-2-[(3-fluorophenyl)imino]-4-oxo-1,3-thiazinane-6-carboxamide
AG-205/15155029",AG-205/15155029,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-205/15155029,3750635  1,"1
3",16984593,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1BD0>,,,1,0.685,MEDIUM
0,0,16983891,4,Specs,AG-205/13322080,"2-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7H-purin-7-yl)acetonitrile
AG-205/13322080",AG-205/13322080,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-205/13322080,217940  1,"1
3",16983891,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1C40>,,,1,0.82,HIGH
0,0,16983476,4,Specs,AG-205/12835144,"2-[(2-chlorobenzoyl)amino]-N-(2-furylmethyl)-6-methyl-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide
AG-205/12835144",AG-205/12835144,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-205/12835144,2882800  1,"1
3",16983476,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1CB0>,,,1,0.57,MEDIUM
0,0,16982401,6,Specs,AG-205/11976039,"2-methyl-1-[(3-methylphenyl)sulfanyl]-3,5-dinitrobenzene
AG-205/11976039",AG-205/11976039,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-205/11976039,3381819  1,"1
3",16982401,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1D20>,,,1,0.505,MEDIUM
0,0,16982076,4,Specs,AG-205/11771202,"isopropyl 4-(3-ethoxy-4-hydroxyphenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydro-5-pyrimidinecarboxylate
AG-205/11771202",AG-205/11771202,http://www.specs.net,http://www.specs.net/enter.php?specsid=AG-205/11771202,3122622  1,"1
3",16982076,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1D90>,,,1,0.7,MEDIUM
0,0,16976792,4,Specs,AF-399/42217375,"2-(5-methyl-1,3,4-thiadiazol-2-yl)-1-(3-propoxyphenyl)-1,2-dihydrochromeno[2,3-c]pyrrole-3,9-dione
AF-399/42217375",AF-399/42217375,http://www.specs.net,http://www.specs.net/enter.php?specsid=AF-399/42217375,4504585  1,"1
3",16976792,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1E00>,,,0,0.49875,LOW
0,0,16974898,6,Specs,AF-399/41502550,"2-[(4-tert-butylbenzoyl)amino]-N-(3-methoxypropyl)-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide
AF-399/41502550",AF-399/41502550,http://www.specs.net,http://www.specs.net/enter.php?specsid=AF-399/41502550,1762488  1,"1
3",16974898,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1E70>,,,1,0.76,MEDIUM
0,0,16974303,4,Specs,AF-399/40888540,"4-[4-(benzyloxy)-3-ethoxyphenyl]-6-methyl-N-(2-pyridinyl)-2-thioxo-1,2,3,4-tetrahydro-5-pyrimidinecarboxamide
AF-399/40888540",AF-399/40888540,http://www.specs.net,http://www.specs.net/enter.php?specsid=AF-399/40888540,3264490  1,"1
3",16974303,<rdkit.Chem.rdchem.Mol object at 0x0000023FFA1F1EE0>,,,1,0.725,MEDIUM
